index,Finnish,frequency,English
49024,ilmoituksesta,139,notification
49025,valtiaani,139,myutter
49026,aktivointi,139,activation
49027,kieroutunutta,139,twisted
49028,voimakkaampaa,139,stronger
49029,charliea,139,Charlie
49030,voitoksi,139,winnings
49031,piilotat,139,hide
49032,feldman,139,Feldman
49033,phillipsin,139,phillips
49034,fairfax,139,Fairfax
49035,pong,139,pong
49036,onnekkaat,139,lucky
49037,bingley,139,bingley
49038,termin,139,term
49039,poistuisitko,139,Would you leave
49040,wesin,139,wesin
49041,menivätkö,139,Did you go
49042,ry,139,ry
49043,häviön,139,loss
49044,tympii,139,thump
49045,viikkoakaan,139,weeks
49046,nopeudesta,139,speed
49047,ulottuvuuksien,139,dimensions
49048,demonista,139,demons
49049,lupo,139,lubrication
49050,mollaa,139,molk
49051,veteraanien,139,veteran
49052,vastahakoisesti,139,grudgingly
49053,hukkuvat,139,drown
49054,lisäystä,139,insertion
49055,tuhlanneet,139,wounded
49056,voitimmeko,139,can we
49057,listallasi,139,on your list
49058,kiinteistöjen,139,real estate
49059,josette,139,if you do not
49060,sairaille,139,to the sick
49061,vahvistettiin,139,confirmed
49062,triadin,139,triad
49063,häipyvän,139,fading
49064,cyloneita,139,Cylons
49065,fatima,139,fatima
49066,ärsyttämään,139,to annoy
49067,nimitetään,139,nominated
49068,kaksikko,139,twosome
49069,esityksensä,139,to
49070,määräaika,139,deadline
49071,suunniltani,139,on my direction
49072,kuluttavat,139,consuming
49073,tarjoilijaksi,139,for a waiter
49074,sähköpostissa,139,In the e-mail
49075,kannaltaan,139,ripple
49076,keuhkokuumeen,139,pneumonia
49077,säteeltä,139,radius
49078,takaosa,139,back
49079,hyypiön,139,hypo
49080,korvatulpat,139,ear plugs
49081,sytytät,139,lighter
49082,pelattiin,139,was played
49083,kavereilla,139,with guys
49084,sortua,139,fall
49085,parantumaan,139,improve
49086,viisaalta,139,wise
49087,järjissäsi,139,in your minds
49088,pitäneen,139,held
49089,brice,139,brice
49090,antoinette,139,Anto-
49091,spekuloida,139,speculate
49092,helsinkiin,139,to Helsinki
49093,väelleni,139,I felt
49094,voisihan,139,butter
49095,vessapaperi,139,toilet paper
49096,aikeemme,139,our intention
49097,kuumottaa,139,heat up
49098,ratsastamassa,139,riding
49099,parisuhteen,139,partial
49100,hermoraunio,139,nervous
49101,pattereita,139,radiators
49102,näkevätkö,139,do you see
49103,osasyyllinen,139,partial
49104,salaatko,139,do you scratch
49105,toteutettu,139,executed
49106,hyväksikäyttö,139,exploitation
49107,kollegamme,139,our colleague
49108,välittömän,139,instantaneously
49109,lavinia,139,lavine
49110,tallelokero,139,safe deposit box
49111,kuljetuksesta,139,for transportation
49112,moskeijassa,139,in the mosque
49113,persuksille,139,to the crowds
49114,springsin,139,Springs
49115,ryhtyivät,139,built
49116,hiillostaa,139,shake
49117,työvuoro,139,shift
49118,lokeroon,139,in the tray
49119,suruni,139,sorrow
49120,maalilla,139,paint
49121,setääni,139,uncle
49122,leipiin,139,to the bread
49123,alba,139,alb
49124,negatiivit,139,negatives
49125,kemut,139,junket
49126,käsivartensa,139,arm
49127,sureva,139,bereaved
49128,dollariani,139,dollar
49129,röntgenkuvia,139,X-ray pictures
49130,tunnistusta,139,identification
49131,jäljitelmä,139,imitation
49132,erikoisjoukoista,139,special forces
49133,rulettaa,139,routine
49134,opetatte,139,teach
49135,haastoin,139,challenges
49136,kusipääksi,139,cuddle
49137,lastentarhassa,139,in a nursery
49138,huvittaako,139,amuse
49139,kukistettu,139,blessed
49140,unohtaisit,139,would you forget
49141,koditonta,139,homeless
49142,aamuneljältä,139,from the morning
49143,hellää,138,gentle
49144,joulupukilta,138,from a Christmas clay
49145,hampaasta,138,teeth
49146,huonekalujen,138,furniture
49147,arviot,138,estimates
49148,riittämään,138,sufficient
49149,seksikkäästi,138,sexily
49150,exä,138,ex-
49151,laitteeni,138,my device
49152,entuudestaan,138,before hand
49153,torben,138,Torben
49154,tullista,138,custom
49155,ninjat,138,ninja
49156,naurako,138,laugh
49157,auttavaa,138,auxiliary
49158,murtuivat,138,broke up
49159,ar,138,ar
49160,leviävän,138,spreading
49161,vasta-aineen,138,antibody
49162,sanoman,138,message
49163,ryppyile,138,wrinkle
49164,vähenevät,138,decrease
49165,lautoja,138,boards
49166,ontuu,138,will
49167,jamesista,138,from James
49168,20-vuotiaana,138,At the age of 20
49169,kaupankäynnin,138,trading
49170,mordred,138,Mordred
49171,lomalta,138,for a holiday
49172,keltä,138,yellow
49173,sävelsi,138,composed
49174,derby,138,Derby
49175,poiiisi,138,poison
49176,näkyvän,138,visible
49177,mis,138,mis
49178,siirtomme,138,our transition
49179,isännöi,138,hosted
49180,hansikaslokerossa,138,In the glove
49181,henkilöllisyydet,138,identity
49182,hylkääminen,138,rejection
49183,rosewood,138,rosewood
49184,kulkulupaa,138,passage
49185,omaksua,138,embrace
49186,mahmoud,138,mahmoud
49187,väsytti,138,tired
49188,henkilöille,138,For people
49189,niitten,138,nitten
49190,kilpailijani,138,my competitor
49191,karseaa,138,ripple
49192,rauhaton,138,restless
49193,mar,138,mar
49194,pudotamme,138,we drop
49195,osallistumme,138,We will attend
49196,esittämässä,138,presenting
49197,hammaslääkärissä,138,in a dentist
49198,saalistajat,138,predators
49199,tukeanne,138,your support
49200,seuduilla,138,in the regions
49201,chadwick,138,chadwick
49202,günther,138,günther
49203,työnantajansa,138,their employer
49204,rohkenen,138,bare
49205,palkkaat,138,hiring
49206,äänensävy,138,tone
49207,ylen,138,mightily
49208,täyskäännös,138,turn
49209,syntymäpäivääni,138,my birthday
49210,angelique,138,Angelique
49211,hornin,138,horn
49212,kuristaja,138,strangler
49213,pertti,138,pertti
49214,kärsimyksesi,138,your suffering
49215,saarille,138,to the islands
49216,laihalta,138,lean
49217,huononi,138,bad
49218,jälkimmäinen,138,latter
49219,nietzsche,138,nietzsche
49220,vierailusi,138,your visit
49221,kestämistä,138,prime
49222,kalenteriin,138,to the calendar
49223,seksisuhde,138,sex
49224,oliveria,138,oliver
49225,erehdyimme,138,We mistaken
49226,oranssin,138,orange
49227,tarkoittivat,138,meant
49228,geeliä,138,gel
49229,urhean,138,gorgeous
49230,utherin,138,utther
49231,summat,138,sums
49232,ilmestyn,138,appeared
49233,vannomme,138,we swear
49234,leivos,138,fancy cake
49235,aivoissani,138,In my brains
49236,runsaan,138,abundant
49237,indianassa,138,In Indiana
49238,esi-isäsi,138,your ancestor
49239,jousimies,138,Sagittarius
49240,mata,138,rotten
49241,puhelinnumeroita,138,phone numbers
49242,vieraalta,138,foreign
49243,eminenssi,138,eminence
49244,hasta,138,on
49245,antimista,138,guess
49246,teilleen,138,to
49247,huomenia,138,tomorrow
49248,jenginsä,138,gang
49249,yhdistettiin,138,combined
49250,esityksemme,138,Our presentation
49251,kulttuurit,138,cultures
49252,massey,138,massey
49253,hongkongista,138,Hong Kong
49254,lomasi,138,for your holiday
49255,paljastamatta,138,uncover
49256,maitland,138,Maitland
49257,päiväunet,138,nap
49258,firmalla,138,by fir
49259,käyttäytymisen,138,behavior
49260,koepala,138,biopsy
49261,kuriirin,138,courier
49262,hauskaakin,138,funny
49263,näyttämällä,138,showing
49264,linnakkeessa,138,In the fortress
49265,käytävältä,138,on the corridor
49266,pysäyttäneet,138,stopped
49267,viralta,138,off
49268,työskentelettekö,138,do you work
49269,onnekkaaksi,138,lucky
49270,pakeille,138,for the
49271,mäntyä,138,pine
49272,pappina,138,prickly
49273,vickie,138,vickie
49274,tavaratilassa,138,in the luggage compartment
49275,selvittävän,138,settle
49276,portviiniä,138,Port wine
49277,menetyksestäsi,138,for your loss
49278,kapakkaan,138,capented
49279,sukupolvelle,138,for generation
49280,avainkortti,138,key card
49281,kirkuu,138,scream
49282,putkessa,138,in a tube
49283,japseja,138,fancy
49284,selvititkö,138,Did you find out
49285,kiitetään,138,praise
49286,asemies,138,doctor
49287,kaupungissamme,138,In our town
49288,autiolla,138,desert
49289,karkota,138,deport
49290,ilmeeni,138,alarm
49291,taloonne,138,to your house
49292,nukkuva,138,sleeping
49293,lyötävä,138,hitting
49294,security,138,Security
49295,polttamista,138,burning
49296,avainsana,138,keyword
49297,hätätilan,138,emergency
49298,projektimme,138,Our project
49299,harppaus,138,leap
49300,oloon,138,on
49301,yhdistäminen,138,connecting
49302,ahteri,138,stern
49303,monimutkaiselta,138,complicated
49304,ajelemaan,138,shave
49305,toronton,138,toronto
49306,aiheuttiko,138,causing
49307,risteilijä,138,cruiser
49308,valokuvien,138,photographs
49309,cheese,138,cheese
49310,pimennyksen,138,eclipse
49311,sekoitusta,138,stir
49312,genovese,138,genoves
49313,pesemme,138,We washed
49314,kumoa,138,undo
49315,tabletti,138,tablet
49316,putsaan,138,put up
49317,typeryys,138,idiocy
49318,menettämättä,138,without losing
49319,kehnoa,138,span
49320,vannovat,138,swear
49321,koiraasi,138,your dog
49322,haiuaisin,138,harassed
49323,jenni,138,Jenni
49324,osavaltioissa,138,in the state
49325,brewer,138,brewer
49326,hodarin,138,Hodar
49327,otteessaan,138,on the occasion
49328,masturboi,138,masturbate
49329,ketjua,138,chain
49330,auringonnousu,138,sunrise
49331,tekijäksi,138,as a factor
49332,selvinneen,138,surveyed
49333,suoralla,138,by
49334,poikaystävästäsi,138,your boyfriend
49335,ammuttua,138,shot
49336,ylpeinä,138,proud
49337,sängystäni,138,from my bed
49338,kukisti,138,overthrow
49339,paikkahan,138,in place
49340,katselisi,138,viewed
49341,veeti73,138,Veeti73
49342,vakavana,138,seriously
49343,metelöi,138,melt
49344,hien,138,fine
49345,hoitajana,138,nurse
49346,rikospaikkatutkijat,138,crime
49347,puukotan,138,stabbing
49348,opetitte,138,teach
49349,taikuudella,138,by magic
49350,bensa-asema,138,gas station
49351,kyselemästä,138,asking
49352,vetovoiman,138,attraction
49353,circle,138,Circle
49354,näyttelystä,138,show
49355,murtumaan,138,fracture
49356,virheiden,138,errors
49357,laittaminen,138,putting
49358,golfista,138,golf
49359,ylennetään,138,be promoted
49360,soittimia,138,musical instruments
49361,helteessä,138,in the heel
49362,ennenaikainen,138,premature
49363,työntekijämme,138,Our employee
49364,lentäjien,138,pilots
49365,cherylin,138,Cherylin
49366,aivoille,138,to the brain
49367,kadehtivat,138,envy
49368,adiós,138,adiós
49369,jahdattiin,138,chased
49370,dicky,138,dicky
49371,matkalaukkua,138,suitcase
49372,nipin,138,nip
49373,sanoisitteko,138,would you say
49374,än,138,to
49375,avoimesta,138,open
49376,humpuukia,138,humbug
49377,houkutellut,138,attracted
49378,noutakaa,138,pick up
49379,batiatuksen,138,Batius
49380,rauhanturvaajat,138,peacekeepers
49381,rak,138,racket
49382,murhaajana,138,murder
49383,protestoi,138,protest
49384,noutaja,138,retriever
49385,hongkong,138,Hong Kong
49386,neljäsosa,137,quarter
49387,kaltaisille,137,like
49388,tuhoamiseksi,137,to destroy
49389,kyllä.,137,Yes.
49390,onnekkaana,137,lucky
49391,tarjoilijatar,137,barmaid
49392,chilen,137,chilen
49393,pittsburghin,137,Pittsburgh
49394,tappaneesi,137,lodge
49395,sanoistasi,137,your words
49396,suorina,137,straight
49397,raleigh,137,Raleigh
49398,zak,137,zak
49399,eteisen,137,hallway
49400,kampa,137,comb
49401,intensiivinen,137,intensive
49402,noir,137,noir
49403,epätodennäköinen,137,unlikely
49404,taklaus,137,tackle
49405,risteily,137,cruise
49406,hengaillaan,137,in their breaths
49407,huolimattomia,137,negligent
49408,rikkinäisiä,137,broken
49409,yhdistimme,137,we united
49410,tulleeni,137,came up
49411,tilly,137,villy
49412,borat,137,borat
49413,rauhanturvaajien,137,peacekeepers
49414,leivokset,137,pastries
49415,monikin,137,many
49416,kevyitä,137,light
49417,pidätätkö,137,Did you like
49418,pysytteli,137,stayed
49419,ruotsalaista,137,Swedish
49420,kodissamme,137,In our home
49421,taikajuomaa,137,magic drink
49422,törkeitä,137,outrageous
49423,tuttle,137,tuttle
49424,imagoa,137,imagery
49425,porttiin,137,port
49426,biljoonaa,137,trillion
49427,kohdelkaa,137,target
49428,johtavia,137,leading
49429,saarnamies,137,preacher
49430,puhelimiin,137,For phones
49431,pöydällesi,137,on your desk
49432,vaipuu,137,smell
49433,dipesto,137,dipstock
49434,sunnuntaihin,137,Sunday
49435,kryptonin,137,Krypton
49436,sulakkeet,137,fuses
49437,vuoristorata,137,roller coaster
49438,tuomiotaan,137,judgment
49439,etsivänsä,137,to seek
49440,sopivana,137,suitable
49441,isommasta,137,bigger
49442,vanilja,137,vanilla
49443,ratsailta,137,horseback
49444,stars,137,stars
49445,menemmekin,137,we go
49446,yliluutnantti,137,overcrowding
49447,carina,137,carina
49448,kohtuulliselta,137,reasonable
49449,treenaat,137,workout
49450,kolaria,137,collision
49451,kuskaa,137,thunder
49452,viittauksia,137,references
49453,vakituista,137,permanently
49454,veturi,137,locomotive
49455,toimikaan,137,do
49456,leningin,137,Lening
49457,vakavista,137,serious
49458,kathyn,137,Kathyn
49459,höyhenet,137,feathers
49460,omaisuutenne,137,your possessions
49461,lipsahdus,137,slip
49462,ratkea,137,resolve
49463,uhrattava,137,sacrifice
49464,terät,137,blades
49465,puolisoa,137,spouse
49466,sanchezin,137,Sanchezin
49467,omistatteko,137,Do you own
49468,ilahtuisit,137,glad
49469,trisha,137,trisha
49470,viereinen,137,next
49471,galaksista,137,galaxy
49472,etsivätoimisto,137,detective firm
49473,wisconsin,137,Badger State
49474,kuljette,137,passage
49475,ihmissuhteet,137,interpersonal relationships
49476,olueni,137,my beer
49477,tuottaako,137,whether
49478,eeg,137,electroencephalogram
49479,jousen,137,sprout
49480,knowles,137,Knowles
49481,saksilla,137,scissors
49482,kurjuuden,137,misery
49483,käsilaukkua,137,handbag
49484,koruista,137,jewelery
49485,tulonne,137,your income
49486,nimestäsi,137,from your name
49487,hyväillä,137,caress
49488,leikkaisi,137,cut off
49489,tappelija,137,fighter
49490,teeman,137,theme
49491,ista,137,ax
49492,vastuulleni,137,to my responsibility
49493,romanian,137,Romanian
49494,kimpusta,137,bounce
49495,pakolaisten,137,refugees
49496,murhaajalle,137,murderer
49497,aineenvaihdunta,137,metabolism
49498,jamaikalla,137,in Jamaica
49499,varuillamme,137,In our warrants
49500,ohjelmaamme,137,Our program
49501,kel,137,in
49502,sipsit,137,crisps
49503,muutamista,137,a few
49504,naamaltasi,137,on your face
49505,pidätättekö,137,arrest
49506,johnsonille,137,to Johnson
49507,tärkeimpään,137,the most important
49508,rakastettiin,137,been loved
49509,yhdeksäntoista,137,nineteen
49510,esittäjä,137,sponsor
49511,suositellut,137,recommended
49512,vaihdatte,137,change
49513,paskiaiseksi,137,bastard
49514,quintus,137,quintus
49515,sohvallani,137,on my sofa
49516,tris,137,tris
49517,romanssin,137,romance
49518,lastista,137,cargo
49519,hoppuile,137,burst
49520,12-vuotiaasta,137,From the age of 12
49521,odotusten,137,expectations
49522,tulisikaan,137,on fire
49523,iäpi,137,ego
49524,otsikon,137,title
49525,kontrollia,137,control
49526,antaisiko,137,would
49527,beryl,137,Beryl
49528,haskell,137,Haskey
49529,erottava,137,discriminating
49530,piekse,137,pint
49531,naulattu,137,nailed
49532,heila,137,valentine
49533,itkemistä,137,cry
49534,kohtasit,137,placed
49535,läheisempi,137,closer
49536,vastustamisesta,137,on
49537,kuluta,137,spend
49538,pommitti,137,bombard
49539,marci,137,marci
49540,rehellisyyttäsi,137,your honesty
49541,syötetty,137,entered
49542,pruen,137,pruen
49543,vankinaan,137,prisoner
49544,estääksemme,137,to prevent
49545,ennis,137,Ennis
49546,jiang,137,Jiang
49547,porteille,137,to the gates
49548,valasi,137,blinded
49549,varhaiset,137,early
49550,blackie,137,Blackie
49551,käsitettä,137,concept
49552,tyn,137,ty
49553,keuhkoni,137,lung
49554,parkkihalliin,137,to the parking garage
49555,kirjanpitäjäni,137,my accountant
49556,persoonallisuuden,137,personality
49557,nunnaa,137,nun
49558,polttareissa,137,In the burnts
49559,yksinkertaisena,137,simple
49560,säteilylle,137,for radiation
49561,murhalle,137,murder
49562,poikakin,137,son
49563,aggie,137,AGGIE
49564,nauttisit,137,enjoys
49565,globaali,137,global
49566,kylmempää,137,colder
49567,foremanin,137,Foreman
49568,eksyttää,137,mislead
49569,katkaistava,137,cut-off
49570,leolle,137,Leo
49571,kauheampaa,137,awkward
49572,kuskata,137,cart off
49573,osastomme,137,our department
49574,elannon,137,elannon
49575,worldiin,137,to World
49576,ikionnellinen,137,overjoyed
49577,naimisesta,137,married
49578,luukusta,137,dock
49579,luovutettava,137,diverted
49580,hetkellinen,137,momentary
49581,huuhtele,137,rinse
49582,lindaa,137,linda
49583,kiinnitämme,137,we will fasten
49584,midnight,137,midnight
49585,juhlistamme,137,We celebrate
49586,julistamaan,137,declare
49587,henkilökohtaisena,137,personal
49588,kuulema,137,heard
49589,talynin,137,Töynin
49590,lakimiehenä,137,as a lawyer
49591,only,137,only
49592,pumpataan,137,be pumped
49593,tanskasta,137,from Denmark
49594,crenshaw,137,Crenshaw
49595,kaivokselle,137,mine
49596,ajoneuvosta,137,from the vehicle
49597,uteliaisuuteni,137,my curiosity
49598,kahvan,137,handle
49599,ammattiliiton,137,union
49600,pingviinejä,137,penguins
49601,isäntiä,137,hosts
49602,horowitz,137,Horowitz
49603,puutarhurin,137,gardener
49604,dublinissa,137,In Dublin
49605,kiusaus,137,temptation
49606,justice,137,justice
49607,nälästä,137,hunger
49608,ventovieraita,137,obnoxious
49609,helikopterissa,137,helicopter
49610,lumoavaa,137,enchanting
49611,raita,137,stripe
49612,aamutakki,137,bathrobe
49613,settiä,137,set
49614,opetettava,137,teach
49615,biologisesti,137,biologically
49616,ichi,137,Ichi
49617,arvostellaan,137,criticize
49618,etsintöihin,137,search
49619,yhtälöitä,137,equations
49620,suutelisin,137,i would kiss
49621,sairautensa,137,their illness
49622,lompakot,137,wallet
49623,vierelle,137,next to
49624,veditkö,137,Did you draw
